51293,;48188
51293,;159854
333601,;194932
25264,;9658
335708,;48162
335708,;57921
51293,;429598
96283,;84681,;84729
90334,;224824
21769,;197197
12304,;361096
545260,;158686
56022,;304856
56022,;232105
163975,;43877
51293,;123626
86864,;230296
216661,;55326
56022,;84681
51293,;21299
317405,;18330
80081,;257900
272670,;23542
96283,;84681,;74869,;470205
20237,;12427
196961,;263253
51293,;333649
335708,;249522
31488,;544358
9612,;211054
51293,;401417
90334,;71562
50207,;50205
471152,;543899
51293,;60191
51293,;208036
96283,;84681,;74869,;322995
83253,;83227
272670,;174325
272670,;301169
51293,;272316
51293,;36815,;183534
430185,;525843
50207,;67923
51293,;303679
56608,;35982
174116,;54740
52797,;50815
51293,;96196
52797,;480563
51293,;301169,;267034
51293,;70140
67533,;96892
136527,;267034
59664,;318082
272670,;556118
59664,;48185
437697,;74372
31535,;237151
88574,;45048
477759,;423015
335708,;18276
335708,;36944
335708,;3253
335708,;136578
31535,;266026
6202,;91542
51293,;96103
273652,;71599
18351,;354724
88373,;268431
164991,;197907
77549,;14903
184759,;51537
27076,;255304
503199,;503203
298164,;370864
298164,;242146
298164,;6775
298164,;430890
298164,;40216
29743,;31751
562781,;521782
164991,;74924
164991,;197907
120819,;154021
64702,;376289
61099,;307712
12943,;44263
463805,;564766
463805,;228980
445006,;579110
499550,;44279
314916,;152270
360835,;290597
465332,;266936
199545,;125330
137379,;83693
463398,;470886
346058,;181984
504918,;509743
196718,;63816
174410,;174442
211030,;44470
18351,;354719
105844,;56091
51293,;13706
83912,;428376
51293,;27935
51293,;304689
51293,;97242
4305,;50278
75691,;54504
22374,;59706
51293,;342024
370302,;50433
212288,;97253
84691,;27815
51293,;27815
51293,;286564
51293,;294283
139184,;158423
51293,;89359
51293,;207673
158547,;142212
28286,;21914
51293,;111453
28286,;118268
260308,;22556
51293,;461994
51293,;166284
22374,;22321
11367,;232283
213337,;346633
51293,;180795
51293,;148881
144950,;98217
28286,;1626
335635,;421373
105120,;187948
222763,;421373
64091,;30763
51293,;156662
28286,;315814
51293,;49132
51293,;268180
96283,;420391
311396,;359739
51293,;31247
28286,;191793
28286,;153775
51293,;31574
164368,;164334
51293,;206802
51293,;297713
51293,;78073
51293,;452985
9434,;34931
30525,;275681
558442,;576810
22374,;23540
22374,;390162
65704,;361520
27953,;38946
51293,;400046
51293,;48188
21794,;21840
85919,;59713
27946,;298303
28286,;202760
440992,;216232
453977,;22782
51293,;429598
56658,;61599
27953,;104998
335708,;182977
350465,;444376
216661,;55326
51293,;21299
317405,;18330
9612,;211054
51293,;401417
272670,;20548
272670,;477897
43751,;48185
43751,;141498
51293,;208036
25264,;289767
453977,;453980
271938,;83227,;83253
51293,;272316
51293,;394376
39826,;47538
51293,;303679
51293,;96196
51293,;301169,;267034
51293,;70140
27953,;44628
477759,;423015
71673,;72662
71673,;42551
71673,;458323
335708,;284645
51293,;96103
271938,;83227,;27105
335708,;293110
27953,;272687
88373,;268431
192499,;113374
1419,;480095
226238,;74667
226238,;163419
226238,;351084
19969,;28032
19969,;6035
142212,;158547
27076,;185900
64364,;252232
91531,;421370
3929,;259326
58013,;58036
3929,;29539,;259326
311640,;214937
96168,;75656
241552,;368309
241552,;241545
83004,;383246
522984,;383239
236912,;485232
68954,;294566
117314,;12992,;168035
117314,;230263
117314,;364199
117330,;51489
117314,;19637
26895,;88099
100241,;190286
100241,;5978
100241,;52500
92330,;273571
100241,;137669
178623,;120946
56039,;144429
171328,;497784
3423,;230501
369561,;369565
235307,;502418

587624,;406868
182348,;496281
587624,;351516
406868,;588712
12247,;350998
12247,;155445,;245100
470373,;515874
140383,;252825
170378,;154807,;618
157789,;97130
8736,;178163
660,;347805
39953,;152572
79933,;470128
79933,;207848
376424,;282990
204530,;148445
204530,;321668
58265,;12898
58265,;115444
58265,;31478
58265,;488364
58265,;22074
58265,;104041
58265,;26746
58265,;247056
58265,;111227
58265,;65795
58265,;339441
58265,;17724
58265,;445826
58265,;141746
58265,;504497
58265,;45846
58265,;250153
58265,;408257
58265,;77044
58265,;147785
58265,;393480
58265,;71491
58265,;426708
58265,;590358
58265,;67654
58265,;198206
58265,;539926
58265,;8313
58265,;111399
88467,;43280
21768,;166676
57902,;39194
119670,;146226
373224,;91023
288390,;352763
110385,;54120
403566,;328071
187169,;229887
228357,;18713
215896,;140961

71991,;115596
71991,;303755

4448,;242438
11915,;324560
679,;602
154807,;170373
198757,;12766
48788,;233864
268979,;56619
366470,;28047
12404,;381682
153941,;30319
486222,;556684
519103,;383210
420047,;512347
402494,;272570
347383,;222921
345807,;11922
477040,;121062
324560,;11915,;121062
268973,;128732
129892,;515518
310637,;210375
500248,;167210
308602,;11949
9019,;11915
145947,;147712,;335304
227027,;461353
205058,;171971
181649,;176404
203806,;5015
195043,;72288
239262,;239277,;239266
204215,;310265
233221,;409095
9360,;164600
450959,;355457
352749,;116932
59399,;148099
247206,;164279
18335,;62485
6149,;28024
18335,;71716
128254,;263263
193096,;40742
283713,;124990
78421,;78436
121791,;237459
50639,;355942
384290,;142783
283871,;428440
65551,;28490
233729,;47985
490616,;297551
415365,;423689
524967,;438575,;438560
121791,;180918
41189,;454226
121791,;299526
49809,;78425
96632,;96658
61518,;61529
49809,;78436
43220,;250242
283713,;50174
269073,;387353
135039,;288646
248713,;65321
135039,;43213
43249,;98962
43249,;98940
76057,;193589
88469,;88476
97038,;60481
132224,;11943
11934,;11949
92239,;382261
9030,;11969
121062,;11915,;448057

109458,;203764
264558,;299160
469802,;256177
46662,;148569
46662,;67729
223456,;533621
325038,;115333
325038,;558153
440949,;527746
49596,;117923
127834,;31312
144403,;311620
183591,;19220
44386,;88512
69583,;174619
184862,;173375
158729,;75357
337854,;156636
314053,;168428
390000,;410687
175088,;173450
58478,;190002
324787,;190002
166336,;190002,;36480
160869,;190002
58478,;3573
48148,;48158,;70561
272670,;84681,;84748
272670,;84681,;539316
272670,;84681,;84727
48148,;48158,;36268
48148,;48158,;48201
48148,;48158,;48118,;79379
272670,;84681,;84729
7774,;48201
7774,;348253
48148,;48158,;104503
24125,;24152
43814,;48797
43814,;192484
107253,;299455
206154,;256791
206154,;87395,;54507,;183079
206154,;206160
206154,;32495
206154,;54507
439325,;489162
227967,;112979
3034,;95725
3051,;178391
332198,;62439
185657,;89770
185657,;178391
185657,;3001
39273,;286284
500681,;100805
56164,;349365
56164,;11274
500681,;60085
500681,;322
60186,;97953
113912,;113920
509538,;282231
509538,;118648
509538,;187345
509538,;48603
509538,;287174
509538,;128961
509538,;333459
509538,;87437
509538,;416318
509538,;266292
509538,;197844
509538,;227934
19711,;321962
228637,;55982
208327,;264276
273682,;367601
268988,;11949


433288,;283189
290603,;311727
170175,;176221
433935,;141711
328416,;152673
328416,;19652
161904,;368653
161904,;161929
392757,;430262
475259,;326733
136065,;485265
354577,;137257
35045,;311145
35045,;311562
99949,;99874
2674,;115977
14431,;35305
7693,;35305
168144,;105595
107013,;324839
107013,;160587
45121,;217417
444781,;333229
188060,;41568
30129,;40676
387781,;52564
433324,;150491
103300,;246
235340,;491331
100533,;528127
131448,;176221
435286,;81732
140341,;140325
183921,;337022
18539,;496978
330624,;313905
193861,;137435
120747,;120719
77386,;59744
203314,;408949
222957,;318220
77386,;25280
77386,;48810
155809,;155836
203314,;213017
80478,;48387
26897,;72886
13660,;277220
388006,;2239
258750,;57575
514,;394563
511806,;450269
329739,;84392
449956,;307952
307925,;173998
449956,;307964
296815,;376564
226964,;156065
501571,;17319
277771,;255288
27796,;34446
166263,;51959
248580,;248576
55074,;315383
190580,;195961
316950,;437754
38258,;38242
19649,;78269
368821,;263962
225391,;225380
105080,;105227
291406,;429336
134638,;52016
394304,;294177
394304,;394302
115144,;8938
421340,;310389
113594,;113601
137331,;12489
277768,;37493
350894,;364512
130143,;32329
98836,;94201
442199,;227180

20972,;241326
20972,;40520
20972,;418031
50246,;146309
253869,;172732
50181,;194929
50246,;383971
50246,;146309
253869,;172732
50181,;194929
141609,;169809
50246,;383971
52054,;252211
126979,;311979
431146,;353074
401090,;250680
33762,;167442
33762,;100119
33762,;116771
212611,;33991
212611,;33762
212611,;82209
22190,;71298
508231,;575918
208691,;209561
508231,;394057
508231,;5369
257077,;81659
195474,;47108
195474,;201430
462204,;470751
267162,;345225
508231,;45208
462204,;365321
40219,;163222
462204,;130100
236029,;106495
177637,;177627
228117,;368997
212611,;281353
228117,;228047
508231,;534116
341471,;46042,;291067
22178,;127827
40219,;554370
101827,;150486
236029,;286191
65536,;380049
508231,;330177
65536,;44729
30811,;27646,;240843
508231,;403897
508231,;447069
33819,;367524
153166,;355161
418250,;14427,;102632
361255,;207382
30811,;52445,;71298
5419,;137675
128033,;44729
123009,;308722,;301138
96379,;301138
146521,;301138
30811,;52445,;162377
146521,;369847
84275,;53748
101827,;80939
40219,;109952
341471,;46042,;124784
40219,;150692
81162,;524883
341471,;46042,;369983
49547,;382972
33819,;198903
146521,;259640
508231,;382972
146521,;256064
33819,;30822
33819,;187068
169117,;262111
508231,;328593
101827,;272423
462204,;123965
98932,;30844,;345383
67861,;171311
63831,;515731
271563,;417105
508231,;72604
508231,;134907
341471,;46042,;246641
508231,;63606
508231,;21705
508231,;350303
508231,;420300
508231,;117450
508231,;158283
141636,;298115
55478,;382514
96379,;261307
476473,;155704
44414,;393260
341471,;46042,;557800
508231,;405424
81503,;337961
73842,;201885
508231,;467484
271563,;345383
508231,;227732
508231,;345383
341471,;46042,;257064
508231,;146156
98932,;30844,;401199
508231,;583188
68190,;370655
5419,;27631
161187,;195537
146521,;143841,;1690
508231,;46406
128033,;163698
488728,;337961
340838,;45412,;164755
123009,;308722,;458255
229662,;400560
123009,;308722,;433529
508231,;486820
153166,;488530
508231,;250770
508231,;294518
508231,;426830
271563,;328649
30842,;447085
340838,;235479
88034,;43441
30842,;40978
198420,;49526
57027,;121964
340838,;45412,;128309
75762,;45412
271563,;82218
123009,;308722,;45412
421444,;285306
442794,;337177
442794,;145204
442794,;263172
442794,;397651
442794,;122740
442794,;203359
442794,;111866
5248,;40577
96085,;27850
442794,;516
88451,;43266
88451,;383304
442794,;77741
442794,;287119
536286,;536282

163852,;261365
189024,;126942
271685,;134943
29807,;65178
201196,;201198
201196,;289750
81149,;81162
143662,;156055
84410,;336186
449474,;73181
392984,;537849
392984,;352999

78682,;200436
418616,;514
273481,;494218
49533,;49503
49533,;49556
316985,;103070
27308,;27464
27308,;133462
27390,;111736
200563,;40398
346620,;214373
377886,;501582
166409,;166406
256707,;269157
478667,;283358
478667,;175174
478667,;586138
478667,;449021
248429,;365977
368537,;1719
101934,;554833
80664,;229775,;172644
80664,;229775,;21342
80664,;229775,;265128
80664,;229775,;469887
80664,;229775,;99394
80664,;229775,;248429
80664,;229775,;196598,;248429
80664,;229775,;429265
196563,;281531
322486,;248429
80664,;229775,;229772
80664,;229775,;313611
119693,;248429
80664,;229775,;173969
80664,;229775,;417037
128586,;248429
19004,;17342
80664,;229775,;132948
80664,;229775,;170999
80664,;229775,;424329
80664,;229775,;383808
80664,;229775,;196566
80664,;229775,;428571,;248429
80664,;229775,;424678,;248429
80664,;229775,;388414
80664,;229775,;73278
80664,;229775,;424678
196613,;2180
555963,;248429
388409,;248429,;229775
80664,;229775,;424329,;424678
101920,;248429
388409,;248429,;94032
25880,;248429
80664,;229775,;94835
80664,;229775,;229768
32887,;32945
30297,;229775
72929,;32888
41714,;72905
101922,;291999
418558,;21369,;32862
196569,;21326
101934,;101918
80664,;229775,;196598,;32942
213009,;313908,;248429
208663,;260473
80664,;229775,;424329,;328003,;313612
80664,;229775,;424329,;328003,;21366
80664,;229775,;237579
80664,;229775,;94040
80664,;229775,;147111
282666,;328003
263547,;47558
336070,;248429
80664,;229775,;123340
25649,;248429
72868,;248429
80664,;229775,;214660
153977,;248429
82396,;248429
196592,;248429
388409,;248429,;365977
72820,;511801
80664,;229775,;272853
423076,;248429
196560,;21381,;21358
248447,;248429
80664,;229775,;196598,;147116
80664,;229775,;72305
176428,;383222
80664,;229775,;25660
80664,;229775,;25660,;73278
80664,;229775,;368537,;469332
80664,;229775,;353408
235738,;212193
80664,;229775,;196598,;21984
271881,;322478
101945,;25790
230794,;248429
80664,;229775,;147126
80664,;229775,;449353
170725,;266237
196592,;212193
80664,;229775,;101908,;50759
240715,;230797
388409,;248429,;432842
196592,;21296
80664,;229775,;209172
32887,;260460
196592,;196556
80664,;229775,;299694
80664,;229775,;17342
270342,;469332
187675,;229775
80664,;229775,;50297
80664,;229775,;424329,;534930,;218897
13162,;83960
149220,;432842
388409,;248429,;237565
80664,;229775,;229777
80664,;229775,;72838,;72927
180579,;171094
80664,;229775,;313775,;170739
80664,;229775,;368537,;313772
80664,;229775,;171094
80664,;229775,;368537
230798,;260452
116848,;229775
80664,;229775,;328003
80664,;229775,;18120
213009,;313908,;443822
80664,;229775,;554833
468,;21296,;21300
80664,;229775,;215644,;229776,;313839
189808,;195043
418558,;229775
80664,;229775,;215644,;229776,;237587
196582,;248429
365306,;248429
270346,;229775
80664,;229775,;441
271885,;21300,;556246
208663,;260452
80664,;229775,;130021
388409,;248429,;181665
338151,;368537
101934,;248429
101934,;32903
189808,;196598
80664,;229775,;196598,;32942,;18988
80664,;229775,;196598,;101930
101923,;25701
393274,;25692
159424,;229775
80664,;229775,;237584,;169861
80664,;229775,;215644,;229776
101934,;229776
80664,;229775,;72838,;295605,;196598
80664,;229775,;215644,;229776,;248429
235738,;229775
22438,;229775
196560,;21381,;25687
101934,;554833
324859,;94047
170731,;368537
80664,;229775,;229785
388409,;248429,;372581
80664,;229775,;368537,;1719,;218230,;248429
80664,;229775,;313775,;248429
80664,;229775,;196598,;469332
72916,;229775
388409,;248429,;426861,;229775
338151,;270339
338151,;101918
213009,;313908,;218230
216074,;248429
80664,;229775,;287098
189814,;248429
388409,;248429,;371466
388409,;248429,;512577
270342,;195043,;248429
80664,;229775,;21358
388409,;248429,;41719
80664,;229775,;41719,;554833
233681,;196575
481224,;237565,;326702
213179,;229775
313783,;229775
213179,;248429
80664,;229775,;273118
80664,;229775,;50749
80664,;229775,;424329,;171703
313843,;248429
237585,;248429
388409,;248429,;101908
80664,;229775,;89973,;2940
229775,;331350
132299,;71452
58265,;427153
114938,;87482
357202,;441243
196569,;196608
97622,;2577
177112,;14224
38039,;4985
152137,;4985
179303,;38095
220224,;5469
572145,;472389
226060,;385235
282892,;80772
190715,;276459
327348,;123445
58602,;132334
81581,;394841
19279,;19335
19279,;209578
8685,;156036
12173,;89436
38240,;38236
15169,;527955
74506,;249275
219987,;470205
6865,;302818
173688,;360218
166882,;166853
518953,;166853
518953,;166882
262279,;262251
120098,;473201
415067,;357549
518953,;166882
4735,;473201
6630,;4612
16838,;404392
501008,;133902
10984,;284962
359465,;581152
101867,;4025
147034,;228544
420116,;448926
420116,;45276
420116,;335194
536648,;251764
2280,;424667
532036,;288508
365111,;361711
23555,;322810
23555,;321099
261543,;5341
265596,;557276
19135,;115745
111071,;123032
78378,;548679
365111,;513643
271648,;347243
30725,;380362
451783,;280188
539345,;541665
407069,;34818
71182,;71160
124523,;81329
64150,;295196
132662,;113546
186328,;55041
392303,;392310
223744,;324250
284511,;192618
534745,;534747
546020,;546021
38525,;8702
435815,;318620
52332,;52318
385540,;385547
365111,;11221
95348,;134856
351280,;351282
32810,;200574
468302,;97605
73751,;75938,;3476
96018,;233869
269171,;223725
303948,;303949
46371,;357332
522024,;464675
40794,;42618
345947,;274916
150306,;191905
209741,;477816
425526,;425527
16946,;374955
385715,;385705
383031,;246571
73160,;447521
410884,;543700
531039,;481825
100818,;271056
240853,;120014
421511,;421510
329711,;508391
218747,;371721
301251,;305278
379948,;75069
151487,;557947
131355,;296165
52112,;536652
44272,;44249
410507,;9720
6630,;518581
93410,;159136
53790,;327380
35475,;50496
69253,;265859
73431,;231061
354027,;539430,;85457
20830,;117218
246360,;246358
107842,;83597
73431,;35363
290328,;261634
77412,;66847
480561,;100774
19152,;448967
255840,;14121
146622,;152090
303062,;303060
36413,;158559
74219,;403390
513312,;66946
322266,;451578
48338,;321684
351321,;351318
322266,;464259
194468,;159240
207157,;395315
26842,;83012
551242,;251313
96018,;222616
280277,;280278
272211,;296180
145596,;448294,;467325
85491,;5250
341471,;351148
272304,;187801
272241,;494232
411414,;291289
343616,;188503
25501,;18411
303062,;303044
151901,;69291
166192,;315450
7527,;315451
305606,;108785,;142151
1338,;210600
413659,;277049
266679,;295957
424597,;505772
227865,;506611
18466,;237847
458041,;366115
365111,;545008
225391,;225382
27754,;60098
39308,;172126
123306,;426162
227860,;396440
270793,;242936
270793,;11031
12738,;133733
333226,;15549
365111,;325965
23308,;440400
586441,;578566
400490,;556221
241015,;87118
478814,;562184
37566,;37556
365111,;149198
12738,;49397
225024,;205132
225024,;225026
141219,;164422
71893,;117409
285972,;84918
23308,;379917
19090,;423410
365111,;298804
59260,;399234
59343,;42098
51998,;65614,;226268
365111,;405856
365111,;377130
365111,;544631
462322,;422923
476286,;528714
12738,;230781
176665,;176664
69385,;267600
374901,;89584
117356,;328413,;77396
40794,;119638
27614,;89515,;222874
40794,;19522
259644,;146725
320122,;222152
111546,;120000
276920,;5038,;10290
40794,;303622
379267,;481488
141205,;106394
432436,;481488
38525,;242936
300501,;240636
36607,;332210
8427,;8451
44153,;375157
432436,;147035
420116,;414050
287078,;30293
12738,;45396
5900,;348292
106377,;520185
38525,;92416
118957,;57549
44153,;159278
215438,;378424
240038,;452238
12738,;188210
256329,;429751
12738,;98681
353562,;205276
38525,;377495
12550,;191420
64480,;64508
276024,;85332
49242,;404947
91836,;205269
105351,;299674
176665,;523534
38809,;206823
127611,;389174
166810,;39373,;56323
394259,;325334
161617,;473113
95745,;267968
121405,;56343
292371,;262933
409600,;409599
74416,;74444
159303,;2735,;112351
187729,;113125
2574,;437148
8507,;189305
227860,;134045
105351,;105332
157511,;157508
95745,;310276
3494,;65739
515438,;515440
159303,;2735,;325548
137189,;326997
314454,;106569
45085,;158094
263697,;446326
485557,;456881
263683,;264370
261944,;128002
306347,;239755
58905,;358573,;17095,;522492
130205,;35494
70116,;244854
409602,;409601
47269,;111472
46716,;6635,;300481
187951,;55657
137208,;137200
381941,;233363
73147,;73193
80618,;250395
28548,;261843
198302,;198246
212957,;391201
58905,;358573,;17095,;363334
15001,;317297
145596,;250818
277175,;351020
466247,;466249
306342,;447357
46716,;6635,;221842
213872,;387954
216400,;291985,;401121
128963,;388022
280490,;378315
24523,;119321
142883,;105705
365111,;309390
34319,;421234
216405,;216385
73322,;254195
210502,;161195
418317,;407255
101719,;158909
108021,;108026
262090,;262092
230475,;201960
278970,;119107
279834,;201650,;281751
250281,;196618
244830,;128007
93777,;317844
466262,;123453
21022,;202417
457624,;460128
216400,;291985,;471221
280487,;280483
267625,;192712
231505,;168472
267625,;267618
88988,;152316
317556,;207800,;341863
188622,;287470
21022,;21085
73506,;73182,;91983
318417,;412413
279834,;201650,;281771
398877,;7870
323921,;319809
376289,;452346
147093,;332785
177794,;351020
332628,;366160
316450,;237051
317556,;207800,;15098
279834,;201650,;298004
365111,;398642
427360,;429759
48090,;127842
397667,;335339
215024,;259766
131682,;408250
268238,;225872,;207800
221712,;346879
494771,;291985
21727,;377530
399903,;190747
53627,;205603
333738,;368652
268238,;319809
489090,;239435
334948,;180868
73506,;73182,;157857
296673,;296664
163490,;261372
233823,;372026
298600,;39980
210716,;179774
268238,;225872,;8619
233983,;233980
278970,;61225
37663,;117547
83375,;99145
436036,;403224
143574,;366321
371854,;355219
74257,;368
18560,;281751
91056,;250332
461437,;308687
70958,;145613
289750,;201213
372351,;459034
48090,;104261
16661,;279633
30234,;259320
463555,;452348
275239,;478896
30680,;27182
57379,;104967
196286,;63895
18560,;281774
5128,;167252
5218,;5225
101273,;168721
5128,;182199
116220,;119573
388532,;195016
10984,;401628
420116,;356449
36076,;35957
216280,;359082
174257,;407388
347930,;340511
86350,;241156
544993,;567603
566190,;207289
182027,;196621,;326716
316439,;254433
30680,;23645
478534,;225399
86350,;241159
153242,;247113
388616,;537177
341471,;376394
302519,;442836
388616,;172705
513312,;435935
227181,;83627
42071,;141252
30777,;45194
227181,;43726
227181,;488029
58085,;144121
131894,;54787
154035,;233335
227181,;192975
442834,;303986
58905,;358573,;17111,;43018
161580,;464456
551286,;326725
312845,;252653
61277,;157486
61277,;164045
210621,;218600
341471,;400400
174371,;79718
71029,;285329
504388,;405520,;353671
17101,;357694
17123,;17100,;555931
17122,;22975
57736,;26549
186675,;379495
316986,;317002
250245,;43084,;42901
170179,;168894
58911,;357694
545817,;195350
18983,;359306
40219,;504067
114353,;65192
114353,;63705
447457,;439933,;24093
275418,;83595
58905,;358573,;201345
513312,;460749
420116,;240321
248723,;113033
515316,;407112
131894,;316824
74286,;74277
131894,;11176
170179,;168886
58905,;358573,;17111,;93456
318102,;121213
201327,;331149
318102,;225686
111013,;239434
18333,;423070
412904,;581284
27091,;165437
446975,;363284
238556,;455742
253653,;525145
600,;277911
70116,;174134
313288,;313282
376322,;130200,;261412
353383,;128304
250257,;182201
250257,;189156
223770,;310304
30500,;549562
316986,;376772
33,;18344
27614,;21792
232036,;184022
420116,;432455
382515,;424981
445911,;247528
172045,;73850
549800,;200640
402596,;67716,;67706
382200,;469744
396641,;422913
392875,;308339
482374,;220100
160548,;9180
239383,;424345
111041,;373320
151320,;313494
166095,;306848
83363,;57889
89728,;339143
261929,;261920
513312,;487297
27019,;59684
282078,;90738
381958,;303802
422352,;62310
49848,;411805
49848,;217576
428212,;308370
521171,;521170
513312,;546404
186515,;38736
264047,;459010
217943,;257162
376542,;264756
114614,;184644
26513,;58381
84792,;358414
38083,;345827
103993,;111221
436976,;38253
422352,;102557
38091,;203825
341471,;455346
341471,;478376
341471,;537661
30111,;11219
30111,;246270
238170,;427679
70773,;319261
513312,;305298
320366,;75910
96090,;246543
271648,;210260
21553,;17726
468683,;181775,;270594
138050,;93183
196554,;219307
513312,;421488
17760,;21570
311337,;311347
513312,;332659
252466,;404381
122895,;380643
122895,;564833
331419,;273546
247871,;383630
122895,;89323
329739,;287548
96266,;496855
440919,;470202
386586,;50227
111071,;547055
352456,;313665
341441,;470904
382822,;269522
140326,;140325,;498392
84383,;263227
504927,;568410
420116,;595619
14721,;20720
441628,;464021
341441,;321218
468019,;439490
420116,;281614
70745,;111215
200600,;126135
438190,;438188
418544,;418549
340454,;402928
415150,;415163
285096,;337207
415150,;415158
43683,;19604
551286,;114829
420116,;577389
93478,;265309,;306098
250796,;75
11220,;82655
343596,;278655
516344,;312716
479330,;368250,;14726
200600,;125319
16902,;70377
122895,;268132
374286,;509547
95071,;441697
147277,;82055
310092,;293067
134602,;335661
139682,;515874
252466,;440739
350383,;350386
252466,;171898
43035,;556013
576172,;467753
91905,;78323
319746,;33526
70368,;191607
75071,;144251
108038,;233797
108090,;279268
320985,;320990
16875,;376038
479330,;368250,;494974
65953,;248568
318498,;255497
10762,;490707
67007,;64820
327272,;151120
114495,;71452
479330,;368250,;447481
332824,;469215
365111,;398110
193361,;204743,;193358
197457,;533162
65225,;14850
431840,;512972
134510,;11763
64834,;64820
526531,;478371
28502,;533189
154269,;133982
9583,;88606
205607,;119279
365111,;362927
16902,;275674
22003,;157470
530344,;358754
365111,;506159
351512,;536564
507617,;394302
316784,;301685
28517,;509526
424619,;157470
329737,;227707
365111,;503115
192007,;12127
230821,;35346
365111,;453391
531773,;265195
15503,;457887
384781,;213416,;426121
167386,;395835,;273525
197456,;500801
111140,;310051
400461,;496775
63682,;396963
192769,;105536
197890,;400499
197457,;400932
72872,;233706
334967,;103242
221734,;221732
171038,;86209
20240,;20288
178062,;312522
6772,;348732
381638,;94084
365111,;435552
19555,;328404
16875,;239440
293007,;257847
37507,;327252
129708,;432017
365111,;146515
13014,;98156
289887,;154065
236186,;505648
94211,;202954
287083,;111568
9332,;78015
308199,;25092
542913,;397903
19577,;302129
8001,;52014
404692,;326087
341714,;345863
260583,;265064
329711,;343247
286267,;437674
15092,;292807,;222097
46828,;46836
301488,;402457
273174,;358338
484534,;484536,;484535
13508,;160084
223754,;174141
385083,;253460
156927,;247089
365111,;138343
267552,;8398
280085,;462668
450230,;474264
416996,;437148
341714,;291545
353030,;44137
303053,;254779
40794,;346054
88178,;197521
146772,;146613
85955,;406107
441315,;42314
400119,;396405
105336,;155280
227583,;29766
42796,;23330
288356,;191675
226156,;226148
319895,;275142
226951,;226946,;305568,;226963
151792,;39282
43838,;51287
288357,;344749
85425,;462123
453972,;70362
149011,;230013
49074,;296114
349715,;7312
126152,;418990
28899,;521495
307718,;207280
16450,;39226
266292,;153550
16450,;72904
126159,;458793
420116,;571878
334683,;334678
493,;4245
483976,;105527
248957,;254100
40219,;502874
457299,;269095
420116,;556064
159478,;159460
189815,;61848
507903,;342568
521536,;509302
239735,;73466
328899,;402232
449592,;261552
87305,;30405
500070,;100967
81315,;324351
314301,;322529,;331394
378715,;159497
153913,;292036
438965,;276700
25184,;475919
25741,;98779
85425,;354712
15503,;188239
499953,;259694
208680,;110293
24428,;24426
49074,;120862
77332,;319840
